order_item_id,name,category_id,unit,order_rate,meat_rate,service_rate,qty_in_no,cat_allow,kitchen_id,kitchen_allow
506,"GOLA KABAB",4,KG,1850,1350,500,0,N,3,N
507,"HALWA GAJAR DESI GHEE SPECIAL",7,KG,1400,0,1400,0,N,1,Y
508,"LOKI HALWA DESI GHEE SPECIAL",7,KG,1400,0,1400,0,N,1,Y
510,"HALWA SUJI DESI GHEE",7,KG,1000,0,1000,0,N,1,Y
511,"ZARDA KHOYA PELA GULAB JAMAN",7,KG,2200,0,2200,0,N,1,N
512,"BIRYANI ZAFRAN",2,KG,1250,0,1250,0,Y,1,Y
513,"KARAHI CHICKEN LIVE",3,KG,1485,535,950,0,Y,4,Y
514,"QEEMA BEEF LIVE",3,KG,2700,1750,950,0,Y,4,Y
515,"MALAI KOFTA CHICKEN",3,KGS,2175,1175,1000,0,Y,1,Y
516,"BOHRA FRIED CHICKEN",5,KG,1185,535,650,0,Y,1,Y
517,"KARAHI MUTTON LIVE",3,KGS,3850,2900,950,0,Y,4,Y
518,"YAKHNI PULAOW BEEF",2,KGS,2700,1450,1250,0,Y,1,Y
519,"HANDI CHICKEN",3,KG,1535,535,1000,0,Y,1,Y
520,"BIRYANI SADI BEEF ZAFRAN",2,KG,2700,1450,1250,0,Y,1,Y
521,"VEGETABLE MIX",3,KG,550,0,550,0,N,1,Y
522,"BIRYANI MASALA CHICKEN AALOO",2,KG,1785,535,1250,0,Y,1,Y
523,"BIRYANI SADI CHICKEN ZAFRAN",2,KG,1785,535,1250,0,Y,1,Y
524,"ZARDA SADA MOTIA",7,KG,1200,0,1200,0,N,1,N
525,"RICE 11-21 MUGLAI",2,,350,0,350,0,N,1,N
526,"KARAHI QEEMA BEEF LIVE",3,KG,2700,1750,950,0,Y,4,Y
527,"CANDY FLOSS",1,1,1500,0,1500,1,N,24,Y
528,"POP CORN",1,,0,0,0,1,N,24,Y
529,"CHAPATI SPECIAL",8,PCS,40,0,40,0,N,15,Y
530,"BIRYANI SADI CHICKEN",2,KG,1735,535,1200,0,Y,1,Y
531,"LADY WAITRESS,&,GENTS WAITERS",17,PCS,0,0,0,0,N,25,N
532,"STICK QULFI",7,PCS,100,0,100,0,N,13,Y
533,SHAWARMA,6,,120,0,120,0,N,1,N
534,"BIRYANI SADI BEEF",2,KG,2650,1450,1200,0,Y,1,Y
535,"VEGETABLE FRIED RICE",2,KG,1300,0,1300,0,Y,1,Y
536,"MINI PIZZA",16,PCS,100,0,100,0,N,21,N
537,"MASALA DOSA VEGETABLE",6,,60,0,60,0,N,14,Y
538,"SINGLE BITE SAMOSA CHEESE",16,,14,0,14,0,N,1,Y
539,"PLAIN CAKE",7,PEC,500,0,500,0,N,6,Y
540,"TANDOORI MASALA CHICKEN",3,,1235,535,700,0,Y,1,Y
541,"M BREAD -",8,KG,300,0,300,0,N,15,Y
542,"BIRYANI MASALA BEEF AALOO",2,KG,2700,1450,1250,0,Y,1,Y
543,"TIKKA KARAHI CHICKEN LIVE",3,KG,1535,535,1000,0,Y,1,Y
544,"MEETHI PURI",1,PCS,50,0,50,0,N,13,Y
545,"KARAHI QEEMA BEEF",3,KG,2650,1750,900,0,Y,1,Y
546,"MATKA QULFI",7,PCS,180,0,180,0,N,1,Y
547,"SHASHLIK STICK CHICKEN",4,KG,1375,775,600,0,N,3,N
548,"BIHARI CHICKEN TIKKA",4,KG,885,535,350,0,Y,3,Y
549,"ZARDA SPECIAL (CUP)",7,PCS,120,0,120,0,N,1,Y
551,"DANDA BIRYANI ZAFRAN",2,KG,4250,3000,1250,0,Y,1,Y
552,"HALWA CHANA",7,KG,0,0,0,0,N,1,N
553,DECORATION//ARRANGEMENT,17,P/H,0,0,0,0,Y,25,N
554,"CRISPY FISH",5,KGS,600,0,600,0,Y,1,Y
555,"CHILLI GARLIC",11,PCS,6,0,6,0,N,1,N
556,"TAUTAR SAUCE",11,PER,6,0,6,0,N,1,N
557,"BIRYANI MASALA CHICKEN (SINGLE) BOX",2,NO,320,0,320,0,Y,1,Y
558,"PALAK PANIR",3,PER,50,0,50,0,Y,1,N
559,"CHOCLATE FOUNTAIN",7,NO,4000,0,4000,0,N,7,N
560,KHOYA,7,KG,950,0,950,0,N,1,N
561,"BIRYANI CHICKEN BOX",2,PCS,270,0,270,0,N,1,N
562,"KOFTA MUTTON",3,KG,3800,2900,900,0,Y,1,Y
563,"SALAD TRAY GREEN",10,PCS,600,0,600,0,N,1,N
564,"CHICKEN NUGGETS",6,KGS,1075,775,300,0,Y,1,Y
565,"VEGETABLE SAMOOSA",6,PCS,10,0,10,0,N,1,N
566,"SINGAPORIAN RICE COUNTER",2,KG,3355,855,2500,0,Y,1,Y
567,"BIRYANI MASALA MUTTON AALOO",2,KG,4150,2900,1250,0,Y,1,Y
568,"SINGAPORIAN RICE (FAMILY PACK LARGE)",17,,3500,0,3500,0,N,1,N
569,"SINGAPORIAN RICE (FAMILY PACK SMALL)",17,,2500,0,2500,0,N,1,N
570,"BIRYANI CHICKEN (BUCKET SMALL)",17,,0,0,0,0,N,1,N
571,"CREAM COCKTAIL CUP",17,,170,0,170,0,N,1,N
572,"COLD DRINK JUMBO",17,,280,0,280,0,N,1,N
573,"DELIVERY CHARGES",17,,1,0,1,0,N,1,N
574,"MINT ROLL",6,PH,75,0,75,0,N,1,N
575,"CHICKEN BIRYANI BOX SMALL",2,PCS,270,0,270,0,N,1,N
576,"COLD DRINK 300ML",17,PCS,90,0,90,0,N,1,N
577,"KARAHI CHICKEN WHITE LIVE",3,KGS,1685,535,1150,0,Y,1,N
578,"KARAHI QEEMA MUTTON LIVE",3,KG,3850,2900,950,0,Y,4,Y
579,"BIRYANI MASALA LAMB",2,KG,3550,2400,1150,0,Y,1,Y
580,"FAMAISHI CHAPATI LIVE",8,NOS,7000,0,7000,0,N,15,N
581,"SPICY CHARGA CHICKEN",5,KG,785,535,250,0,Y,1,Y
582,"SHEERMAL LIVE",8,PCS,9500,0,9500,0,N,15,N
583,"BEEF CHILLI DRY",3,KG,2100,0,2100,0,N,1,N
584,"CHICKEN CHANP GRILL",4,KG,1035,535,500,0,Y,1,Y
585,"CHICKEN STICK KABAB GRILD",4,KGS,1275,775,500,0,Y,3,Y
586,"MUTTON ISKANDARIA",4,KG,3400,2600,800,0,Y,3,Y
587,"PULAOW CHICKEN AALOO",2,KG,1785,535,1250,0,Y,1,Y
588,MUTTON,17,KG,2600,2600,0,0,N,1,N
589,"SHEERMAL LIVE",8,,9500,0,9500,0,N,15,N
590,"QEEMA MUTTON",3,,900,0,900,0,Y,1,Y
591,"SINGAPORIAN RICE BOX SMALL",2,,550,0,550,0,N,1,N
592,"MASALA DOSA CHICKEN",6,,90,0,90,0,N,14,N
593,"SOYA BEAN STICK",1,,400,0,400,0,N,1,N
594,"HALEEM VEGETABLE",3,,250,0,250,0,N,9,N
595,"PASTA CHICKEN",6,,1200,0,1200,0,Y,1,Y
596,"PULAOW CHICKEN BOX SMALL",2,,280,0,280,0,N,1,N
597,"COLD DRINK 500ML",14,,120,0,120,0,N,1,N
598,"DESI GHEE",17,,2900,0,2900,0,N,1,N
599,"BEEF QEEMA AALOO TEHRI",2,KG,3000,1750,1250,0,Y,1,Y
600,"RICE BAIG",2,BAIG,9250,0,9250,0,N,1,N
601,SOLT,17,PKT,50,0,50,0,N,1,N
602,"BIRYANI BUCKET LARGE",2,PCS,0,0,0,0,N,1,N
603,"COLD DRINK 1.5 LTR",14,,190,0,190,0,N,1,N
604,"FOILED STEAM CHICKEN",5,KG,1270,520,750,0,Y,1,Y
605,"MALAI KOFTA CHICKEN -",3,KG,1000,0,1000,0,Y,1,Y
606,"MALAI KOFTA CHICKEN DOUBLE",3,PCS,100,0,100,0,N,1,Y
607,"SEEKH KABAB CAMEL",4,KG,500,0,500,0,Y,1,Y
608,"STEAM CHICKEN GREEN MASALA",5,,1335,535,800,0,Y,1,Y
609,"KARAHI CHICKEN MAKHNI LIVE",3,KG,1785,535,1250,0,Y,1,Y
610,"AFGHANI CHICKEN PULLAOW",2,KGS,2095,795,1300,0,Y,1,Y
611,"SINGAPORIAN RICE KOFTI",2,KG,0,0,0,0,N,1,Y
612,"MALAI KOFTA CHICKEN SINGLE",3,,65,0,65,0,N,1,Y
613,"MALAI KOFTA CHICKEN GRABI",3,,200,0,200,0,N,1,Y
614,"CREAM COCKTAIL HALF PACK",7,PCS,600,0,600,0,N,1,Y
615,"CRISPY BROAST CHICKEN",5,KGS,1285,535,750,0,Y,1,Y
616,"COLD DRINK CAN,250,ML",14,PCS,95,0,95,0,N,1,Y
617,"NIHARI CHICKEN GRABI",3,,700,0,700,0,N,1,Y
618,MAYONNAISE,11,,5040,0,5040,0,N,1,N
619,"ZARDA RANG",17,,350,0,350,0,N,1,Y
620,"PALAK GOSHT CHICKEN",3,KG,1275,575,700,0,Y,1,Y
621,"CREAM COCKTAIL FULL PACK",7,PCS,1200,0,1200,0,N,1,Y
622,CHIPS,16,,400,0,400,0,N,21,N
623,"CHICKEN ALA KIEV",5,KG,1375,775,600,0,Y,1,Y
624,DATES,1,,0,0,0,0,N,1,Y
625,"BIRYANI BOX LARGE",2,,530,0,530,0,N,1,N
626,"ANDA ALOO GARIBI",3,,900,0,900,0,N,1,N
627,"CHICKEN SPRING",5,,1125,775,350,0,Y,1,Y
628,"KHEER CUP",7,PCS,100,0,100,0,N,1,N
629,"ZEERA RICE-DAAL CHANA",2,KG,1300,0,1300,0,N,1,N
630,"BOMBAY DAAL",3,KG,450,0,450,0,N,1,N
631,"MURGH CHANA",3,KGS,1535,535,1000,0,Y,1,Y
632,"CHICKEN CHEESE BALL",5,KG,1375,775,600,0,Y,1,Y
633,"CHICKEN LOKI",3,KGS,935,535,400,0,Y,1,Y
634,"DAHI KONDA",9,,0,0,0,0,N,1,N
635,BONELESS,17,,775,775,0,0,Y,1,Y
636,BEEF,17,KGS,1450,1450,0,0,Y,1,Y
637,"CHICKEN CUTLUS",5,KGS,1125,775,350,0,Y,1,Y
638,"CHICKEN BOTI GREEN MASALA",4,KGS,985,535,450,0,Y,1,Y
639,"KHEER INDIAN",7,KG,1000,0,1000,0,N,1,N
640,"CHANP MUTTON BBQ",4,KGS,3000,2600,400,0,Y,3,Y
641,"LABNESE GRILL",4,KGS,1225,775,450,0,Y,3,Y
642,"VIP WAITERS",17,NOS.,600,0,600,0,N,25,N
643,"CHICKEN FINGER",5,KG,1175,775,400,0,Y,1,Y
644,ICE,17,NOS,1200,1200,0,0,N,1,N
645,"DAL CHANA LOKI",3,KGS,800,0,800,0,N,1,N
646,"PAYA CEMAL",3,PCS,1000,0,1000,0,N,1,N
647,"FISH GRILL",4,KGS,600,0,600,0,Y,3,N
648,"OIL KANASTAR",17,,8400,0,8400,0,N,1,N
649,"JANGLI KARAHI",3,KG,0,0,0,0,Y,4,Y
650,MILK,17,LTR,90,0,90,0,N,1,N
651,"CHICKEN DRUM STICK",5,KG,1200,550,650,0,Y,1,Y
652,STROW,17,PK,150,0,150,0,N,1,N
653,"FOIL PAPER",17,NO,135,0,135,0,N,1,N
654,"DISPOSIBAL SPOON",17,PCT,65,0,65,0,N,1,N
655,"PACKING MATERIAL F/P SMALL",17,NO,35,0,35,0,N,1,N
656,"PACKING MATERIAL F/P LARGE",17,KG,40,0,40,0,N,1,N
657,"PRINTED SHOPER",17,KG,450,0,450,0,N,1,N
658,"TISSUE PAPER",17,KG,250,0,250,0,N,1,N
659,"BEEF QEEMA WITH MUTTON CHOPS",3,KG,3550,2600,950,0,Y,1,Y
660,"PALAK PANEER MAKAI ROTI",6,P/H,85,0,85,0,N,1,N
661,DISPENSOR,14,PCS,800,800,0,0,N,20,N
662,"MINERAL CANE 19L",14,PCS,200,200,0,0,N,20,N
663,"CHICKEN SAMOOSA",5,PCS,60,0,60,0,N,1,Y
664,"BIRYANI MASALLAH WHITE BEEF",2,KGS,2700,1450,1250,0,Y,1,Y
665,"VEGETABLE FRIED RICE",2,KGS,1300,0,1300,0,N,1,N
666,"EGG HALWA DESI GHEE",7,KGS,0,0,0,0,N,16,N
667,"BIRYANI BUCKET SMALL",17,,0,0,0,0,N,1,N
668,"BIRYANI WHITE MUTTON",2,KGS,4150,2900,1250,0,Y,1,Y
669,"BRAIN MUTTON",3,PCS,300,300,0,0,Y,1,N
670,"BRAIN JAMSI",3,PCS,250,250,0,0,Y,1,N
671,"CHICKEN STRIP CRISPY",5,KGS,1425,775,650,0,Y,1,Y
672,"BIRYANI WHITE MASALA BEEF",2,KGS,2700,1450,1250,0,Y,1,Y
673,"BIRYANI WHITE MASALA CHICKEN",2,KGS,1785,535,1250,0,Y,1,Y
674,"BIRYANI WHITE MASALA MUTTON",2,KG,3850,2600,1250,0,Y,1,Y
675,"FISH NUGGETS",5,KGS,600,0,600,0,Y,1,Y
676,"BEEF BONELESS",17,KG,1750,1750,0,0,N,1,N
677,CHICKEN,17,KGS,535,535,0,0,Y,1,Y
678,"ICE CREAM CHESS CAKE",7,KGS,720,0,720,0,N,6,N
679,BANANA,17,PCS,0,0,0,0,N,24,N
680,"KHEER DIET",7,KGS,1000,0,1000,0,N,1,N
681,"FOOD STREET",6,NOS,0,0,0,0,N,13,N
682,"CHEERY KRUNCH",7,KGS,1300,0,1300,0,N,1,N
683,"AALOO TEHRI",2,KGS,1250,0,1250,0,N,1,N
684,"BRAIN BEEF",3,PCS,800,0,800,0,Y,1,N
685,"HANDI CHICKEN LIVE",3,KG,1535,535,1000,0,Y,1,Y
686,"TURKISH KABAB",4,KG,2250,1750,500,0,Y,1,Y
687,"NORATAN KABAB",4,KG,1750,1250,500,0,Y,3,Y
688,"CHERRY CRUNCH",7,KG,1300,0,1300,0,N,1,N
689,MARBLECAKE,16,NOS.,600,0,600,0,N,21,N
690,NALLI,3,KGS,800,800,0,0,N,1,N
691,"EGG PUDDING",7,KGS,500,0,500,0,N,1,N
692,"KASHIF FOOD DAILY EXPENCES",17,,0,0,0,0,N,1,N
693,OMLET,1,NOS,80,80,0,0,N,1,N
694,"BREAD SLICE",1,NO,20,20,0,0,N,1,N
695,CRACKER,1,PCS,15,0,15,0,N,1,Y
696,"ICE CREAM SCICILIAN",7,KGS,700,0,700,0,N,7,Y
697,"ICE CREAM ROASTED ALMOND",7,LTR,700,0,700,0,N,7,N
698,"ICE CREAM GATAEU",7,LTR,720,0,720,0,N,7,N
699,"SHEER KHORMA",7,KGS,1050,0,1050,0,N,1,Y
700,"FISH SEEKH KABAB",4,KGS,500,0,500,0,Y,3,Y
701,"DUCK PULLAOW",2,KGS,1200,0,1200,0,Y,1,Y
702,"BEEF QORMA BADAMI",3,KGS,2450,1450,1000,0,Y,1,Y
703,"FISH BISCUIT MUSHKA",5,KG,600,0,600,0,Y,1,Y
704,"BREAD STICK",1,PCS,10,0,10,0,Y,25,Y
705,"CHICKEN BIRYANI BONELESS",2,KGS,2055,855,1200,0,Y,1,Y
706,"CHICKEN KARAHI KOILA",3,KGS,1485,535,950,0,Y,4,Y
707,"MINERAL WATER SMALL",14,NOS,40,0,40,0,N,1,N
708,"ARABIAN PUFF",6,PCS,140,0,140,0,N,6,N
709,"BHAIL PURI",1,NOS,30,0,30,0,N,13,N
710,"SHAB DAIG",3,KG,600,0,600,0,Y,1,Y
711,"LIMKA DRINK",1,PCS,60,0,60,0,Y,24,N
712,"KARAHI WHITE MUTTON LIVE",3,KG,4050,2900,1150,0,Y,4,Y
713,ACHAR,10,KG,500,0,500,0,N,1,Y
714,"KALEJI POTA CHICKEN",4,KG,0,0,0,0,N,3,N
715,"SHAHI CHATAKH TIKKA",4,KG,1135,535,600,0,Y,3,Y
716,"KALEJI MASALAH",3,KG,400,0,400,0,Y,4,Y
717,"CHICKEN BALOCHI TIKKA",4,KGS,1035,535,500,0,Y,3,Y
718,"PRAWNS CHILLI DRY",5,KG,400,0,400,0,Y,1,Y
719,"SHAHI CHATAKH BOTI",4,KG,1275,775,500,0,Y,3,Y
720,"FISH N CHIPS",5,KG,700,0,700,0,N,1,Y
721,"PERI BITE",1,,55,0,55,0,N,6,Y
722,"KARAHI CHICKEN KALA HARA",3,KG,1685,535,1150,0,Y,4,Y
723,"FISH CHEESE BALL",5,KGS,700,0,700,0,Y,11,Y
724,"ASSORTED CANOPES",1,,25,0,25,0,N,11,Y
725,"ONION RINGS",1,PCS,8,0,8,0,N,11,Y
726,"CHICKEN CROISSANT",1,PCS,30,0,30,0,Y,11,Y
727,"CHICKEN CREAM SOUP",1,PER,90,0,90,0,N,11,Y
728,"FISH STUFF CHEESE",5,KG,700,0,700,0,Y,11,Y
729,"PRAWNS BUTTER FLY",5,KG,350,0,350,0,Y,11,Y
730,"CHICKEN ROULADE",5,KG,1125,775,350,0,Y,11,Y
731,"CHICKEN CHEESE STRIPS",5,KG,1425,775,650,0,Y,11,Y
732,"WINGS CHICKEN LAHORI",5,KG,1135,535,600,0,Y,1,Y
733,"FISH CHEESE STUFFED",5,KG,700,0,700,0,Y,1,Y
734,"TERIYAKI BEEF",3,KG,2550,1750,800,0,Y,1,Y
735,"TEMPURA VEGETABLE",6,KG,650,0,650,0,N,1,Y
736,"RESHMI PANEER HANDI CHICKEN",3,PCS,2005,855,1150,0,Y,1,Y
737,"BABY DONUT",1,PCS,0,0,0,0,N,1,N
738,"THIRMAPOL CUP",17,,0,0,0,0,N,1,N
739,CAP,1,,140,0,140,0,N,1,N
740,TEASHART,1,,350,0,350,0,N,1,N
741,SHART,1,,600,0,600,0,N,1,N
742,"BEEF BONG BIRYANI",2,KG,2950,1750,1200,0,Y,1,Y
743,LASANIA,6,KG,0,0,0,0,Y,1,Y
744,"ARBI PARATHA",6,PCS,0,0,0,0,Y,1,Y
745,"ICE CREAM (LIVE COUNTER)",7,P/H,180,0,180,0,N,6,Y
746,"SAFI,DUSTER",17,KG,100,100,0,0,N,25,Y
747,"CHEERY KRUNCH CUP",17,,180,0,180,0,N,1,N
748,"KARAHI BEEF LIVE",3,KG,2400,1450,950,0,Y,4,Y
749,"LEMON KARAHI CHICKEN",3,KG,1745,795,950,0,Y,1,Y
750,"AMERICAN GRILL",4,KG,1380,780,600,0,Y,3,Y
751,"CHEESE KABAB CHICKEN",4,KG,1300,700,600,0,Y,2,Y
752,"DYNAMITE CHICKEN",1,KG,700,0,700,0,Y,1,Y
753,"SALAD TROLLY",10,PCS,15000,0,15000,0,N,17,N
754,"PISTA COCKTAIL",7,KG,650,0,650,0,Y,1,Y
755,"SALT,(NAMAK)",17,,200,0,200,1,N,25,N
756,"CHAPLI KABAB FISH",5,KG,600,0,600,0,Y,4,N
757,"KALEJI KARAHI LIVE",3,KG,950,0,950,0,Y,4,N
758,"KADHI,PAKORA",3,,0,0,0,0,N,1,N
759,"SSGC CHARGESS,GARLIC FRY",17,KG,0,0,0,0,N,1,N
760,"EXTRA SAUCE",17,KG,400,0,400,0,N,1,N
761,"KARAHI CHICKEN PESHAWRI",3,KG,1490,540,950,0,Y,1,Y
762,"KARAHI MUTTON PESHAWRI",3,KG,3950,2900,1050,0,Y,1,Y
763,"HALWA MAKHKHANA",7,KG,0,0,0,0,N,1,N
764,"KASHMIRI PULAOW CHICKEN",2,KG,2205,855,1350,0,Y,1,Y
765,"CHICKEN TAWA",3,KG,1455,855,600,0,Y,4,Y
766,"PULAOW BIRYANI CHICKEN",2,KG,1835,535,1300,0,Y,1,Y
767,"PULAO BIRYANI BEEF",2,KG,2750,1450,1300,0,Y,1,Y
768,"HALWA INJEER",7,KG,0,0,0,0,Y,1,N
769,"FAIR FOR HALEEM",17,NO,0,0,0,0,N,25,Y
770,"JAM JELLY",17,PCS,0,0,0,0,N,25,Y
771,"CHICKEN ECLIAR",17,PCS,0,0,0,0,N,25,Y
772,"DALL GOSHT CHICKEN",3,KGS,1420,620,800,0,Y,1,Y
773,"BUTTER,",17,PCS,0,0,0,0,N,25,Y
774,"DISPOSIBAL PLATE",17,NO,0,0,0,0,N,25,N
775,"DISPOSIBAL CUP",17,PCS,0,0,0,0,N,25,N
776,"BEEF KARAHI SHANWARI",3,KGS,2500,1450,1050,0,Y,1,Y
777,"MANGO DELIGHT",7,KG,1400,0,1400,0,Y,6,N
778,"CHICKEN CHEESE CONE",6,PCS,60,0,60,0,N,6,N
779,"GURDA MUTTON",3,PCS,50,50,0,0,Y,1,N
780,"DILL MUTTON",3,PCS,50,0,50,0,Y,1,N
781,"PRAWNS KARAHI",3,KG,900,0,900,0,Y,1,Y
782,"LABENESE KABAB",4,KG,1340,890,450,0,Y,3,Y
783,"CHICKEN KARAHI SHANWARI",3,KGS,1535,485,1050,0,Y,1,Y
784,"VEGETABLE FRIED RICE-BEEF CHILLI",2,KGS,2900,0,2900,0,N,1,N
785,"BIHARI ROLL CHICKEN",4,PCS,150,0,150,0,N,3,Y
786,"EXTRA CURRY",3,KGS,800,0,800,0,Y,1,Y
787,"KACHORI MEHMOOD",1,PCS,0,0,0,0,Y,21,Y
788,"BALOOCHI BOTI BONELESS",4,KG,1305,855,450,0,Y,3,Y
789,FANS,17,PCS,500,0,500,0,N,25,N
790,"CHICKEN CHOWMING",16,KGS,1000,0,1000,0,Y,1,Y
791,"ANGARA KABAB",4,KGS,1750,1200,550,0,Y,3,N
792,"CURRENT PULLAOW BEEF",2,KGS,2700,1450,1250,0,Y,1,Y
793,"CHICKEN SHINWARI TIKKA",4,KGS,1020,520,500,0,Y,3,Y
794,"AGRA SHAHI SPAICIOL",8,KGS,650,0,650,6,N,1,N
795,"CHICKEN POCKET",6,PIS,60,0,60,0,N,6,N
796,"MINT ROLL STATER",1,PIS,35,0,35,0,N,1,N
797,"HUNZAI KABAB",4,KGS,550,0,550,0,N,1,N
798,"QORMA PANEER",3,,1000,0,1000,0,N,1,N
799,"VEGETABLE ROLL ONE BITE",5,PCS,30,0,30,0,N,1,N
800,"SAMOSA VAGETABLE ONE BITE",5,PCS,22,0,22,0,N,1,N
801,"HED CAP NET",17,PCS,0,0,0,0,N,1,N
802,"FACE MASK",17,PCS,0,0,0,0,N,1,N
803,AP[REN,17,PCS,0,0,0,0,N,1,N
804,"MEXICAN TIKKA",4,KG,1000,500,500,0,Y,3,Y
805,"DILL BEEF",17,PCS,0,0,0,0,Y,1,N
806,"GURDY BEEF",17,PCS,0,0,0,0,Y,1,N
807,"AFGHANI BOTI BEEF",4,KGS,2150,1550,600,0,Y,3,Y
808,"ZEERA RICE",2,KG,1000,0,1000,0,N,1,N
809,"DIL GURDA BBQ LIVE SEEKH",4,KGS,400,0,400,0,Y,3,Y
810,"CHOCOLATE ECLAIRS",7,PCS,0,0,0,0,Y,6,Y
811,"MORACON KABAB",4,KG,1850,1350,500,0,Y,3,Y
812,"COCKTAIL DELIGHT",7,KG,1100,0,1100,0,Y,1,Y
813,"AFGHANI PULAO BEEF",2,KGS,2700,1350,1350,0,Y,1,Y
814,"CHICKEN BALOCHI TIKKA FRY",5,KGS,1255,605,650,0,Y,3,Y
815,"PURI SINGLE",5,PCS,50,0,50,0,N,1,Y
816,"DUMBA CHAKKI",4,KGS,2000,0,2000,0,Y,3,Y
817,"CHEESE KABAB BEEF",4,KGS,2350,1750,600,0,N,3,N
818,"PURI IN PEASE",5,PCS,50,0,50,0,N,1,Y
819,"DESI CHICKEN",17,KGS,0,0,0,0,Y,1,Y
820,FRUIT,10,,0,0,0,0,N,1,N
821,"CEREAL STATIONS",6,"PER HD",0,0,0,0,N,1,N
822,"EXTRA BUN",1,PCS,40,0,40,0,N,1,N
823,"AFGHANI PULAO MUTTON",2,KGS,3950,2600,1350,0,Y,1,Y
824,"AFGHANI RICE",2,KGS,1300,0,1300,0,N,1,N
825,"CAKE ALASKA",7,KGS,700,0,700,0,Y,6,Y
826,JALEBI,7,PCS,30,0,30,0,N,1,N
827,"SUJI HALWA CUP",7,PCS,0,0,0,0,N,1,N
828,"FOIL KABAB CHICKEN",5,KGS,1815,1115,700,0,Y,1,Y
829,"CURRENT PULAOW CHICKEN",2,KG,1915,615,1300,0,Y,3,Y
830,"DISPOSIBAL FORK",17,PCT,65,0,65,0,N,1,N
831,"CHICKEN SHOT,",1,KGS,600,0,600,0,Y,1,Y
832,"BEEF KOILA KARAHI LIVE",3,KGS,2400,1450,950,0,Y,4,Y
833,"STEAM BEEF",5,KGS,2150,1350,800,0,Y,1,Y
834,"FISH BISCUIT KACHCHI",5,KGS,0,0,0,0,Y,1,Y
835,"FISH MUSHKA FINGER KACHCHI",5,KGS,0,0,0,0,Y,1,Y
836,"MUTTON ISKANDARIA",4,KGS,3300,2600,700,0,Y,3,Y
837,"SAFFRON DELIGHT",7,KGS,1100,0,1100,0,N,6,N
838,"POTATO CHEESE BALL",6,PCS,50,0,50,0,N,6,N
839,"SALAD BBQ",10,PH,15,0,15,0,N,1,N
840,"RAJHISTANI TIKKA",4,KGS,950,500,450,0,Y,3,Y
841,"FRIED PRAWN BALL",5,KGS,600,0,600,0,Y,1,Y
842,"CHICKEN SZECHUAN",3,KGS,0,0,0,0,Y,1,Y
843,"HALWA KAJO MALAI",7,KGS,2350,0,2350,0,Y,1,N
844,"WELCOME PLT FRIED 360",1,PCS,1150,0,1150,0,N,6,N
845,"BEEF CHILLI",2,KGS,2850,1750,1100,0,N,1,N
846,"BREAD ROLL",6,PCS,80,0,80,0,N,1,N
847,"PULLAOW WALI CHATNI",17,PER,10,0,10,0,N,1,N
848,NAROTHAY,3,KGS,1300,500,800,0,Y,1,Y
849,"HADDI GUDDI",3,KGS,1200,500,700,0,Y,1,Y
850,"CHICKEN ANGARA",4,KG,1035,535,500,0,Y,3,Y
851,"SHAWARMA PLATER",6,PCS,0,0,0,0,N,1,N
852,HUMUS,6,KGS,0,0,0,0,N,1,N
853,BAKLAVA,6,PCS,0,0,0,0,N,1,N
854,FALAFAL,6,KGS,0,0,0,0,N,1,N
855,"CHICKEN MADBI",2,KGS,1000,0,1000,0,Y,1,Y
856,KUNAFA,7,KGS,0,0,0,0,Y,1,Y
857,"CHICKEN PINAPPLE SALAD",10,PCS,0,0,0,0,N,1,Y
858,"TISSUE PAPER BOX",17,PCS,200,0,200,0,N,1,N
859,"KOREAN BITE",1,KGS,1375,775,600,0,N,6,N
860,"CREAMY BISCOFF",7,KGS,1700,0,1700,0,N,6,Y
861,"ROYAL SALAD MIX",10,KGS,0,0,0,0,N,1,Y
862,"CHICKEN CHANP BBQ GOLDEN",4,KGS,450,0,450,0,Y,3,Y
863,"BBQ PLATTER LARGE",4,PCS,6535,535,6000,0,N,1,N
864,"CHICKEN CHILLI DRY",3,KGS,2000,0,2000,0,N,1,N
865,"FISH KARAHI.LIVE",3,KGS,900,0,900,0,Y,4,Y
866,"MALAI BOTI FISH",4,,650,0,650,0,Y,4,Y
867,"KTAKAT BEEF,",3,KGS,900,0,900,0,Y,1,Y
868,"DALL MAKHNI",3,PCS,1300,0,1300,0,Y,1,Y
869,"PRAWN KOLIWADA FRY",5,KGS,700,0,700,0,Y,1,Y
870,"WHITE KEEMA STEW KHADE MASALA",3,KGS,2500,1450,1050,0,Y,1,Y
871,"KURKURI BHINDI",3,KGS,800,0,800,0,Y,1,Y
872,"MISSI ROTI TAWA",8,KGS,0,0,0,0,Y,1,Y
873,"AMRITSARI FISH FRY",5,KGS,800,0,800,0,Y,1,Y
874,"DAHI WALAY BAINGAN",3,KGS,0,0,0,0,Y,1,Y
875,"BAISAN WALI MIRCH",17,PH,0,0,0,0,Y,1,Y
876,"CHICKEN MALAI SEEKH BIRYANI",2,KGS,2370,670,1700,0,Y,1,Y
877,"ALOO BHUNA DHABA STYLE",17,KGS,0,0,0,0,Y,1,Y
878,"LASOONI PALAK PANEER,DHABA",3,KGS,0,0,0,0,Y,1,Y
879,"GARLIC SAUCE",11,KGS,0,0,0,0,N,1,N
