order_item_id,name,category_id,unit,order_rate,meat_rate,service_rate,qty_in_no,cat_allow,kitchen_id,kitchen_allow
880,"CHILLI SAUCE CHATNI",11,KGS,0,0,0,0,N,1,N
881,"PEACH CREAM",7,KGS,1000,0,1000,0,N,6,N
882,"STEAMED MOMOS WITH SAUCE",6,PCS,0,0,0,0,Y,1,Y
883,"DYNAMITE PRAWNS",1,KGS,700,0,700,0,Y,1,Y
884,"ICE CREAM WAFFLES,LIVE",7,,210,0,210,0,N,7,Y
885,"QEEMA DHABE WALA",3,KGS,2250,1450,800,0,Y,1,Y
886,"BHINDI MASALA FRY",5,KGS,800,0,800,0,Y,1,Y
887,"BIRYANI DUM WALI MUTTON",2,KGS,4100,2900,1200,0,Y,1,Y
888,"RAITA ONION FRIED",9,KGS,700,0,700,0,N,1,Y
889,"INJEER DELIGHT",7,KGS,1400,0,1400,0,Y,1,N
890,"LABNESE TIKKA",4,KGS,1290,840,450,0,Y,4,Y
891,"ADAN KABAB",4,KGS,1750,1200,550,0,Y,3,Y
892,"PASTERIES IN PICS",7,PCS,150,0,150,0,N,1,N
893,"BIRYANI BEEF BONELESS BOX",2,PCS,0,0,0,0,N,1,N
894,"MUGHLAI CHICKEN BONELESS",3,KGS,2275,1075,1200,0,Y,1,Y
895,"BOX PATTIES",6,PCS,0,0,0,0,N,6,N
896,"BREAD PATTIES",6,PCS,0,0,0,0,N,6,N
897,"FRIED CHICKEN LAHORI",5,KGS,1705,1105,600,0,Y,1,Y
898,"SWEET THAI CHILLI PRAWN",5,KGS,900,0,900,0,Y,6,Y
899,"PANEER TIKKA GRILLD",4,KGS,0,0,0,0,Y,1,Y
900,"CHICKEN PAHADI KABAB",4,KGS,1615,1115,500,0,Y,1,Y
901,"EASY SUMMER PRAWN",4,KGS,500,0,500,0,Y,1,Y
902,"GULF CHEESE KABAB GRILL",4,KGS,1600,0,1600,0,Y,3,Y
903,"BLOCHI FISH GRILLED",4,KGS,500,0,500,0,Y,3,Y
904,"KHAJOOR IMLI CHATNI",11,PH,0,0,0,0,N,1,N
905,"BURANI RAITA TADKA",9,KGS,500,0,500,0,N,1,Y
906,"CRAMEL CRUNCH ICE CREAM",7,KGS,750,0,750,0,N,1,N
907,"ICE CREAM COFFEE",7,KGS,700,0,700,0,N,1,N
908,"BIRYANI MASALA SADI",2,KGS,0,0,0,0,N,1,Y
909,"ANQARA BOTI",4,KGS,1325,775,550,0,Y,3,Y
910,"COCONUT WATTER,",17,PCS,400,0,400,0,N,1,N
911,"MAKHNI HANDI SP BONELESS",3,KGS,2200,1050,1150,0,Y,1,Y
912,"TAWA QEEMA BEEF",3,KGS,2450,1550,900,0,Y,1,Y
913,"HALWA AKHROT",7,KGS,2500,0,2500,0,N,21,N
914,"BEEF SLIDERS",6,PCS,0,0,0,0,N,1,N
915,"GARLIC RICE",2,KGS,1200,0,1200,0,N,1,N
916,"FETTUCCINE PASTA",6,PCS,0,0,0,0,N,1,N
917,"PIZZA FLAVOURS",6,PCS,0,0,0,0,N,1,N
918,"LAVA CAKEICE WITH CREAM",7,PCS,0,0,0,0,N,1,N
919,"TARTS SWEET",7,PCS,0,0,0,0,N,1,N
920,"MANGOLIAN BEEF",3,KGS,0,0,0,0,N,1,N
921,"HYDERABADI APOLLO FISH FRY",3,KGS,800,0,800,0,N,1,N
922,"KACHHE KEEME KE KABAB",5,KGS,2350,1550,800,0,N,1,N
923,"ALOO KI KATLIYAN",3,KGS,800,0,800,0,N,1,N
924,"CHICKEN GHEE ROAST",3,KGS,800,0,800,0,N,1,N
925,"TANDOORI MINT RAITA",9,KGS,800,0,800,0,N,1,N
926,"PARATHA TAWA EASY",5,PCS,60,0,60,0,N,1,N
927,"FAMOUS TAHRI HYD MUTTON",2,KGS,3600,2600,1000,0,Y,1,Y
928,"TAVA PRAWNS MASALA",3,KGS,800,0,800,0,Y,1,Y
929,"KARACHI KE FRY KABAB",3,KGS,2750,1750,1000,0,Y,1,Y
930,"FRY DAAL MASH STREET STYLE",3,KGS,1200,0,1200,0,Y,1,Y
931,"TAWA FISH",5,KGS,0,0,0,0,Y,1,N
932,"FRUIT SHOT",1,KGS,1425,775,650,0,Y,6,Y
933,"MALAI HALWA",7,KGS,1800,0,1800,0,N,6,N
934,"GHUTA KABAB",3,KGS,1900,0,1900,0,Y,1,Y
935,"JAIPUR QORMA YELLOW MIRCH",3,KGS,1000,0,1000,0,Y,1,Y
936,"PALAK MATAR KI SABZI",3,KGS,800,0,800,0,N,1,N
937,"MASALA CH FRY RED MASALA CH",5,KGS,1305,705,600,0,Y,1,Y
938,"HYDERABADI KHATTI DAL",3,KGS,1000,0,1000,0,Y,1,Y
939,HUT,17,,0,0,0,0,N,1,N
940,"CHATKARA MASALA MUTTON",3,KGS,3900,2900,1000,0,Y,1,Y
941,"MUTTON BOTI MASALA",3,KGS,3400,2600,800,0,Y,1,Y
942,"GOAN STYLE CHILLI ALOO",3,KGS,1000,0,1000,0,N,1,N
943,"SMILE JUICE",18,PCS,50,0,50,0,N,1,N
944,"PEACH CASATTA",7,KGS,0,0,0,0,N,6,N
945,"THALL STEEL/PLASTIC",17,PCS,0,0,0,0,N,1,N
946,"2.5/4 TABLE,",17,PCS,0,0,0,0,N,1,N
947,"CHICKEN ROULETTE",5,KGS,1690,1090,600,0,N,11,Y
948,"BEEF BIRYANI SINDHI ALOO",2,KGS,2700,1450,1250,0,Y,1,Y
949,"SPRING ROLL STARTER",1,PCS,35,0,35,0,N,1,N
950,"ARBIUN PUFF STARTER",1,,130,0,130,0,Y,1,Y
951,"CHICKEN CHEESE CONE STATER",1,,60,0,60,0,N,1,N
952,"PERI BITES STARTER",1,,55,0,55,0,N,1,N
953,"DHAKA CHICKEN STARTER",5,KGS,1600,1000,600,0,Y,1,Y
954,"WONG TONG STARTER",1,,32,0,32,0,N,1,N
955,"CHICKEN POCKET STARTER",1,,60,0,60,0,N,1,N
956,"CHIKY MICKY STARTER",2,PCS,55,0,55,0,N,24,Y
957,"CHICKEN MANDI",2,KGS,1905,505,1400,0,Y,1,Y
958,"STIR FRIED BEEF",6,KG,2800,1600,1200,0,Y,1,Y
959,"CHICKEN STICK",5,KGS,1485,785,700,0,N,21,Y
960,"SALAD PLATE",10,PCS,100,0,100,0,N,1,N
961,"TEA & GREEN TEA",12,P/H,110,0,110,0,N,18,N
962,"TAWA BOTI KABAB BEEF",3,KGS,2350,1550,800,0,Y,1,N
963,"MUTTON TAWA BHUNA MASALA",3,KGS,3800,2900,900,0,Y,1,Y
964,"ACHARI ALOO RECIPY",3,KGS,800,0,800,0,Y,1,N
965,"LUCKNOWI STYLE HARI MIRCH KEEMA",3,KGS,2350,1550,800,0,Y,1,N
966,"CHILLI GARLIC TAWA CHICKEN",3,KGS,1615,815,800,0,Y,1,N
967,"PRAWN GHEE ROST",3,KGS,800,0,800,0,Y,1,N
968,"AKKHA KALI MASOOR",3,KGS,1200,0,1200,0,Y,1,N
969,"SARSON KA SAAG MAKAI ROTI",6,PCS,0,0,0,0,Y,1,Y
970,"BEETROOT VEG",3,KGS,1000,0,1000,0,N,1,N
971,"SMOKED TANDOORI TAWA KEEMA",3,KGS,2650,1750,900,0,N,1,N
972,"DECORATION DARI&CHANDNI",17,PCS,0,0,0,0,N,1,N
973,"DECORATION DASTARKHWAN",17,PCS,0,0,0,0,N,1,N
974,"MUTTON ROASH",5,KGS,3550,2600,950,0,Y,3,Y
975,"DRAGON CHICKEN B/L",3,KGS,1715,915,800,0,Y,1,Y
976,"SRIRACHA CHICKEN B/L",3,KGS,1715,915,800,0,Y,1,Y
977,"CHANA DAL MASALA DHABA STYLE",3,KGS,1000,0,1000,0,N,1,N
978,"PRAWNS TAWA MASALA",3,KGS,800,0,800,0,Y,1,Y
979,"EASY TORI RECIPE",3,KGS,800,0,800,0,N,1,N
980,"MUTTON MASALA RECIPY",3,KGS,3400,2600,800,0,Y,1,Y
981,"HYDERABADI STYLE MASALEDAR BEEF",3,KGS,2450,1550,900,0,Y,1,Y
982,"MASALEDAR HARI MIRCH ALOO",3,KGS,800,0,800,0,N,1,N
983,"MASALA RICE BOWILD",2,KGS,1100,0,1100,0,N,1,N
984,"AFGHANI CHICKEN TIKA",4,,1130,630,500,0,Y,3,Y
985,"AFGHANI PANEER TIKKA",4,KGS,1000,0,1000,0,Y,1,Y
986,"BEST EVER NAAN TANDOOR",8,NO,8000,0,8000,0,N,1,N
987,"SUKHY ALOO.DESI FRIES",5,KGS,800,0,800,0,N,1,N
988,"DAHI FRY RECIPE",9,KGS,600,0,600,0,N,1,Y
989,"KHATTI METHI GUR WALI MIRCHI",11,PER,10,0,10,0,N,1,N
990,"GRILLED SHRIMP RECIPE",4,KGS,600,0,600,0,N,1,N
991,"MUTTON SHAHLIK BOTI",4,KGS,500,0,500,0,Y,1,Y
992,"AFGHANI LAMB KABAB DUMBA",4,KGS,500,0,500,0,N,1,N
993,"PERFECT TANDOORI CHICKEN",5,KGS,700,0,700,0,N,1,N
994,"HARA BHARA BRAIN MASALA",3,PCS,800,0,800,0,N,1,N
995,"SPECIAL DAAL WITH ACHARI MIRCH TADKA",3,KGS,1000,0,1000,0,N,1,N
996,"WORLD FAMOUS HYD KEEMA",3,KGS,2350,1550,800,0,N,1,N
997,"SUPER TASTY DUM KA GOSHT MUTTON",3,KGS,3500,2600,900,0,N,1,N
998,"HYD STYLE GREEN CH BONELESS",3,KGS,2010,1110,900,0,N,1,N
999,"MASALA FISH FRY GRAVY",3,KGS,900,0,900,0,N,1,N
1000,"LAHORI MUTTON",3,KGS,3400,2600,800,0,N,1,N
1001,"LOKI KY KOFTY",3,KGS,1200,0,1200,0,N,1,N
1002,"MATAR PANEER",3,KGS,1500,0,1500,0,N,1,N
1003,"HANDI SEEKH KABAB",3,KGS,2550,1550,1000,0,N,1,N
1004,"PRAWN BHONA MASALA",3,KGS,800,0,800,0,N,1,N
1005,"CHICKEN MAKHNI HANDI",3,PCS,1900,800,1100,0,N,1,N
1006,"MASALA PULAO ALOO",2,KGS,1200,0,1200,0,N,1,N
1007,"CHASKA KABAB",4,KGS,1750,0,1750,0,Y,3,Y
1008,"TEA + GREEN TEA VIP STALL",12,NO,130,0,130,0,N,18,N
1009,"SWEET&SOUR FISH",3,KGS,800,0,800,0,Y,1,Y
1010,"PACKING MATERIAL BOXES",14,,0,0,0,0,N,1,N
1011,"MUTTON RARA RECIPE KEEMA WALA MUTTON",3,KGS,3400,2600,800,0,Y,1,Y
1012,"KERALA THATTUKADA STYLE BEEF",3,KGS,2350,1550,800,0,Y,1,Y
1013,"KASHMIRI CHICKEN MASALA",3,KGS,1440,640,800,0,Y,1,Y
1014,"ALOO KA BHARTA",17,KGS,800,0,800,0,N,1,N
1015,"CHICKEN BHONA MASALA",3,KGS,800,0,800,0,Y,1,Y
1016,"PANJABI STYLE BEEF QEEMA",3,KGS,2350,1550,800,0,Y,1,Y
1017,"CHICKEN THREAD",5,KGS,0,0,0,0,Y,11,Y
1018,"BEEF TIKKA MASALA",3,KGS,2450,1550,900,0,Y,1,Y
1019,"BHINDI DRY MASALA",3,KGS,800,0,800,0,N,1,N
1020,"ACHARI DALL,LAL MSOOR",3,KGS,1000,0,1000,0,N,1,N
1021,"AFGHANI CHICKEN BIRYANI",2,KGS,1755,555,1200,0,Y,1,Y
1022,"AFGHANI QEEMA KARAHI",3,KGS,2650,1750,900,0,Y,1,Y
1023,"THREAD CHICKEN CHESS",5,KGS,1460,760,700,0,Y,11,Y
1024,"CHICKEN LEMON BITES",5,KGS,1450,750,700,0,Y,11,Y
1025,"OKRA FRIED",5,KGS,1000,0,1000,0,N,11,N
1026,"CHICKEN GULNABI BOTI",4,KGS,1280,780,500,0,Y,1,Y
1027,BROWNIE,7,PCS,80,0,80,0,N,6,N
1028,"KHATRI BIRYANI BEEF",2,KGS,3000,1500,1500,0,Y,1,Y
1029,"CHICKEN KHATRI BIRYANI",2,KGS,2025,525,1500,0,Y,1,Y
1030,"TANG SHARBAT",15,PAR,120,0,120,0,N,1,Y
1031,"HOT GARLIC CHICKEN",3,KGS,1805,905,900,0,Y,1,Y
1032,"NAMKEN GOSHT MUTTON",3,KGS,3500,2600,900,0,Y,1,Y
1033,"ACHARI ALOO TARKARI",3,KGS,0,0,0,0,N,1,N
1034,"SHAHI PARCHA KABAB",5,KGS,2350,1750,600,0,Y,1,Y
1035,"BEEF KHATRI BIRYANI BOX SMALL",2,PCS,450,0,450,0,N,1,N
1036,"CHICKEN KHATRI BIRYANI BOX SMALL",2,PCS,320,0,320,0,N,1,N
1037,"SINGAPURIAN BOX LARG",2,PCS,900,0,900,0,N,1,N
1038,"ACHARI CHICKEN CURRY",3,KGS,1905,1005,900,0,Y,1,Y
1039,"LUCKNOW GALAWATI BOTI KABAB",4,KGS,2350,1750,600,0,Y,1,Y
1040,"MANGOLIAN STRIPS",5,KGS,1900,1100,800,0,Y,6,Y
1041,"CHICKEN STEAK",5,KGS,2175,775,1400,0,Y,6,Y
1042,"CHICKEN HARA MASALA",4,,1615,615,1000,0,N,1,N
1043,"CHULLO KABAB",4,,1800,1000,800,0,N,3,N
1044,"CHAPLI KABAB CHICKEN",5,KGS,1500,900,600,0,Y,4,Y
1045,"FISH SAJJI",5,KGS,800,0,800,0,Y,23,Y
1046,"MUTTON KHATRI BIRYANI",2,,4500,3000,1500,0,Y,1,Y
1047,"BIRYANI CH MALAI BOTI",2,KGS,2250,750,1500,0,Y,1,Y
1048,"BEEF KHATRI MATKA BIRYANI",2,KG,4000,1500,2500,0,Y,1,Y
1049,"HYDARABADI BEEF PULAO",2,KG,2850,1450,1400,0,Y,1,Y
1050,"HYDARABADI CHICKEN PULAOW",2,KG,2200,800,1400,0,Y,1,Y
1051,"BEEF CHUNGAIZI PULAOW",2,KG,2900,1500,1400,0,Y,1,Y
1052,"CHICKEN CHUNGAIZI PULAOW",2,,1940,540,1400,0,Y,1,Y
1053,"HANDI KABAB",4,1,1750,550,1200,0,Y,3,Y
1054,"DALL BHARA PARATHA",6,KGS,700,0,700,0,N,1,N
1055,"CHOCKBAR LIVE COUNTER",7,P/H,180,0,180,0,N,7,Y
