"Use For Go-Live? Y/N","Source Code","Item Name","Quote Unit","Customer Charge","Costing Shape","Material 1","Qty/Ratio 1","Material 2","Qty/Ratio 2","Material 3","Qty/Ratio 3","Making/Service Charge","Per Unit or Lump Sum","Stock Tracked?","Customer Supplied Possible?",Notes
,1000,"Lahori Mutton",,,,,,,,,,,,,,
,1001,"Lauki Ke Kofte",,,,,,,,,,,,,,
,1003,"Handi Seekh Kabab",,,,,,,,,,,,,,
,1004,"Prawn Bhuna Masala",,,,,,,,,,,,,,
,1009,"Sweet and Sour Fish",,,,,,,,,,,,,,
,1011,"Mutton Rara Qeema Wala",,,,,,,,,,,,,,
,1012,"Kerala Thattukada Style Beef",,,,,,,,,,,,,,
,1013,"Kashmiri Chicken Masala",,,,,,,,,,,,,,
,1015,"Chicken Bhuna Masala",,,,,,,,,,,,,,
,1016,"Punjabi Style Beef Qeema",,,,,,,,,,,,,,
,1018,"Beef Tikka Masala",,,,,,,,,,,,,,
,1019,"Bhindi Dry Masala",,,,,,,,,,,,,,
,1020,"Achari Daal Lal Masoor",,,,,,,,,,,,,,
,1022,"Afghani Qeema Karahi",,,,,,,,,,,,,,
,1031,"Hot Garlic Chicken",,,,,,,,,,,,,,
,1032,"Namkeen Gosht Mutton",,,,,,,,,,,,,,
,1033,"Achari Aloo Tarkari",,,,,,,,,,,,,,
,1038,"Achari Chicken Curry",,,,,,,,,,,,,,
,862,"Chicken Chanp BBQ Golden",,,,,,,,,,,,,,
,58,"Fish Finger",,,,,,,,,,,,,,
,150,"Shashlik Vegetable",,,,,,,,,,,,,,
,415,Puri,,,,,,,,,,,,,,
,47,Paratha,,,,,,,,,,,,,,
,159,"Bohra Fried Batair",,,,,,,,,,,,,,
,607,"Seekh Kabab Camel",,,,,,,,,,,,,,
,638,"Chicken Boti Green Masala",,,,,,,,,,,,,,
,270,"Cutlets Beef",,,,,,,,,,,,,,
,28,"Shami Kabab Beef",,,,,,,,,,,,,,
,640,"Chanp Mutton BBQ",,,,,,,,,,,,,,
,641,"Lebanese Grill",,,,,,,,,,,,,,
,160,"Chicken Sajji",,,,,,,,,,,,,,
,516,"Bohra Fried Chicken",,,,,,,,,,,,,,
,647,"Fish Grill",,,,,,,,,,,,,,
,22,"Broast Chicken",,,,,,,,,,,,,,
,686,"Turkish Kabab",,,,,,,,,,,,,,
,494,"Chargha Chicken",,,,,,,,,,,,,,
,489,"Chicken Cheese Tempura",,,,,,,,,,,,,,
,687,"Navratan Kabab",,,,,,,,,,,,,,
,700,"Fish Seekh Kabab",,,,,,,,,,,,,,
,340,"Cordon Bleu Chicken",,,,,,,,,,,,,,
,714,"Kaleji Pota Chicken",,,,,,,,,,,,,,
,731,"Chicken Cheese Strips",,,,,,,,,,,,,,
,715,"Shahi Chatakh Tikka",,,,,,,,,,,,,,
,180,"Shami Kabab Chicken",,,,,,,,,,,,,,
,21,"Steam Chicken",,,,,,,,,,,,,,
,717,"Chicken Balochi Tikka",,,,,,,,,,,,,,
,719,"Shahi Chatakh Boti",,,,,,,,,,,,,,
,321,"Chicken Wings Fried",,,,,,,,,,,,,,
,338,"Dhaka Chicken",,,,,,,,,,,,,,
,750,"American Grill",,,,,,,,,,,,,,
,751,"Cheese Kabab Chicken",,,,,,,,,,,,,,
,249,"Biscuit Fish",,,,,,,,,,,,,,
,347,"Spring Roll Chicken Cheese Mini",,,,,,,,,,,,,,
,782,"Lebanese Kabab",,,,,,,,,,,,,,
,785,"Bihari Roll Chicken",,,,,,,,,,,,,,
,449,"Dhaka Desi Fish",,,,,,,,,,,,,,
,788,"Balochi Boti Boneless",,,,,,,,,,,,,,
,791,"Angara Kabab",,,,,,,,,,,,,,
,190,"Lahori Fish",,,,,,,,,,,,,,
,175,"Pomfret Fried Gold Lahori",,,,,,,,,,,,,,
,793,"Chicken Shinwari Tikka",,,,,,,,,,,,,,
,797,"Hunza Kabab",,,,,,,,,,,,,,
,728,"Fish Stuffed Cheese",,,,,,,,,,,,,,
,733,"Fish Cheese Stuffed",,,,,,,,,,,,,,
,804,"Mexican Tikka",,,,,,,,,,,,,,
,807,"Afghani Boti Beef",,,,,,,,,,,,,,
,450,"Fish Tempura",,,,,,,,,,,,,,
,315,"Bohra Fried Mutton",,,,,,,,,,,,,,
,809,"Dil Gurda BBQ Live Seekh",,,,,,,,,,,,,,
,811,"Moroccan Kabab",,,,,,,,,,,,,,
,297,"Chatpati Raan Mutton",,,,,,,,,,,,,,
,210,"Steam Mutton",,,,,,,,,,,,,,
,172,"Prawn Tempura",,,,,,,,,,,,,,
,756,"Chapli Kabab Fish",,,,,,,,,,,,,,
,732,"Chicken Wings Lahori",,,,,,,,,,,,,,
,431,"Sabut Bakra",,,,,,,,,,,,,,
,931,"Tawa Fish",,,,,,,,,,,,,,
,554,"Crispy Fish",,,,,,,,,,,,,,
,581,"Spicy Chargha Chicken",,,,,,,,,,,,,,
,604,"Foiled Steam Chicken",,,,,,,,,,,,,,
,608,"Steam Chicken Green Masala",,,,,,,,,,,,,,
,615,"Crispy Broast Chicken",,,,,,,,,,,,,,
,637,"Chicken Cutlets",,,,,,,,,,,,,,
,643,"Chicken Finger",,,,,,,,,,,,,,
,651,"Chicken Drumstick",,,,,,,,,,,,,,
,663,"Chicken Samosa",,,,,,,,,,,,,,
,671,"Chicken Strip Crispy",,,,,,,,,,,,,,
,675,"Fish Nuggets",,,,,,,,,,,,,,
,703,"Fish Biscuit Mushka",,,,,,,,,,,,,,
,718,"Prawns Chilli Dry",,,,,,,,,,,,,,
,720,"Fish and Chips",,,,,,,,,,,,,,
,974,"Mutton Roast",,,,,,,,,,,,,,
,828,"Foil Kabab Chicken",,,,,,,,,,,,,,
,902,"Gulf Cheese Kabab Grill",,,,,,,,,,,,,,
,959,"Chicken Stick",,,,,,,,,,,,,,
,814,"Chicken Balochi Tikka Fry",,,,,,,,,,,,,,
,1040,"Mongolian Strips",,,,,,,,,,,,,,
,1045,"Fish Sajji",,,,,,,,,,,,,,
,157,"Crispy Chicken Potato Cutlets",,,,,,,,,,,,,,
,306,"Vegetable Roll Chicken",,,,,,,,,,,,,,
,116,"Dahi Phulki",,,,,,,,,,,,,,
,176,"French Fries",,,,,,,,,,,,,,
,574,"Mint Roll",,,,,,,,,,,,,,
,138,"One Bite Samosa Beef",,,,,,,,,,,,,,
,536,"Mini Pizza",,,,,,,,,,,,,,
,202,"Samosa One Bite Chicken",,,,,,,,,,,,,,
,266,"Vegetable Cutlets",,,,,,,,,,,,,,
,263,"Wonton Samosa",,,,,,,,,,,,,,
,57,"Chana Tarkari",,,,,,,,,,,,,,
,224,"Paratha Rawa Maida Live",,,,,,,,,,,,,,
,101,"Kachori Tarkari",,,,,,,,,,,,,,
,537,"Masala Dosa Vegetable",,,,,,,,,,,,,,
,564,"Chicken Nuggets",,,,,,,,,,,,,,
,565,"Vegetable Samosa",,,,,,,,,,,,,,
,592,"Masala Dosa Chicken",,,,,,,,,,,,,,
,595,"Pasta Chicken",,,,,,,,,,,,,,
,660,"Palak Paneer Makai Roti",,,,,,,,,,,,,,
,681,"Food Street",,,,,,,,,,,,,,
,708,"Arabian Puff",,,,,,,,,,,,,,
,735,"Tempura Vegetable",,,,,,,,,,,,,,
,743,Lasagna,,,,,,,,,,,,,,
,744,"Arbi Paratha",,,,,,,,,,,,,,
,778,"Chicken Cheese Cone",,,,,,,,,,,,,,
,795,"Chicken Pocket",,,,,,,,,,,,,,
,821,"Cereal Station",,,,,,,,,,,,,,
,816,"Dumba Chakki",,,,,,,,,,,,,,
,817,"Cheese Kabab Beef",,,,,,,,,,,,,,
,838,"Potato Cheese Ball",,,,,,,,,,,,,,
,846,"Bread Roll",,,,,,,,,,,,,,
,851,"Shawarma Platter",,,,,,,,,,,,,,
,852,Hummus,,,,,,,,,,,,,,
,853,Baklava,,,,,,,,,,,,,,
,854,Falafel,,,,,,,,,,,,,,
,882,"Steamed Momos with Sauce",,,,,,,,,,,,,,
,895,"Box Patties",,,,,,,,,,,,,,
,896,"Bread Patties",,,,,,,,,,,,,,
,916,"Fettuccine Pasta",,,,,,,,,,,,,,
,917,"Pizza Flavours",,,,,,,,,,,,,,
,958,"Stir Fried Beef",,,,,,,,,,,,,,
,1017,"Chicken Thread",,,,,,,,,,,,,,
,969,"Sarson Ka Saag with Makai Roti",,,,,,,,,,,,,,
,1054,"Daal Bhara Paratha",,,,,,,,,,,,,,
,30,"Zarda Khoya Motia Gulab Jamun",,,,,,,,,,,,,,
,303,Amrati,,,,,,,,,,,,,,
,235,"Amrati Live",,,,,,,,,,,,,,
,278,"Apple Pie",,,,,,,,,,,,,,
,352,"Cherry Cream",,,,,,,,,,,,,,
,184,"Cheese Cake",,,,,,,,,,,,,,
,187,"Cream Cocktail",,,,,,,,,,,,,,
,39,"Cream Caramel",,,,,,,,,,,,,,
,350,"Dessert Bar",,,,,,,,,,,,,,
,324,"Doodh Dulari",,,,,,,,,,,,,,
,205,"Extra Mewajat",,,,,,,,,,,,,,
,34,Firni,,,,,,,,,,,,,,
,467,"Fruit Custard",,,,,,,,,,,,,,
,31,"Fruit Trifle",,,,,,,,,,,,,,
,37,"Halwa Gajar",,,,,,,,,,,,,,
,317,"Gajar Kheer",,,,,,,,,,,,,,
,36,Gajrela,,,,,,,,,,,,,,
,107,"Garam Gulab Jamun",,,,,,,,,,,,,,
,216,"Gulab Jamun Live",,,,,,,,,,,,,,
,29,"Gulati Zarda",,,,,,,,,,,,,,
,89,Gulati,,,,,,,,,,,,,,
,507,"Halwa Gajar Desi Ghee Special",,,,,,,,,,,,,,
,32,"Ice Trifle",,,,,,,,,,,,,,
,142,"Jalebi Stall",,,,,,,,,,,,,,
,33,Kheer,,,,,,,,,,,,,,
,503,"Kheer Qulfi",,,,,,,,,,,,,,
,240,"Kheer Sakoray",,,,,,,,,,,,,,
,41,"Khubani Ka Meetha",,,,,,,,,,,,,,
,127,Lab-e-Khas,,,,,,,,,,,,,,
,80,Lab-e-Shireen,,,,,,,,,,,,,,
,38,"Lauki Halwa Desi Ghee Special",,,,,,,,,,,,,,
,35,"Halwa Lauki",,,,,,,,,,,,,,
,269,"Lauki Kheer",,,,,,,,,,,,,,
,212,Malpua,,,,,,,,,,,,,,
,331,"Parsa Ice Cream",,,,,,,,,,,,,,
,83,"Pineapple Kheer",,,,,,,,,,,,,,
,44,"Pineapple Rasgulla",,,,,,,,,,,,,,
,43,"Qulfi Crunch Falooda",,,,,,,,,,,,,,
,238,"Qulfi Zafrani",,,,,,,,,,,,,,
,125,"Rabri Kheer",,,,,,,,,,,,,,
,45,"Rabri Pista",,,,,,,,,,,,,,
,464,"Rabri Plain",,,,,,,,,,,,,,
,510,Rasgulla,,,,,,,,,,,,,,
,466,Rasmalai,,,,,,,,,,,,,,
,217,"Shahi Tukray",,,,,,,,,,,,,,
,511,"Shakarkandi Kheer",,,,,,,,,,,,,,
,524,"Halwa Suji Desi Ghee",,,,,,,,,,,,,,
,TRUNCATED,"Zafrani Kheer",,,,,,,,,,,,,,
,TRUNCATED,"Zarda Sada Peela",,,,,,,,,,,,,,
,TRUNCATED,"Zarda Khoya Peela Gulab Jamun",,,,,,,,,,,,,,
,539,"Plain Cake",,,,,,,,,,,,,,
,532,"Stick Qulfi",,,,,,,,,,,,,,
,546,"Matka Qulfi",,,,,,,,,,,,,,
,549,"Zarda Special Cup",,,,,,,,,,,,,,
,552,"Halwa Chana",,,,,,,,,,,,,,
,559,"Chocolate Fountain",,,,,,,,,,,,,,
,560,Khoya,,,,,,,,,,,,,,
,86,"Halwa Suji",,,,,,,,,,,,,,
,614,"Cream Cocktail Half Pack",,,,,,,,,,,,,,
,621,"Cream Cocktail Full Pack",,,,,,,,,,,,,,
,628,"Kheer Cup",,,,,,,,,,,,,,
,639,"Kheer Indian",,,,,,,,,,,,,,
,666,"Egg Halwa Desi Ghee",,,,,,,,,,,,,,
,678,"Ice Cream Cheesecake",,,,,,,,,,,,,,
,680,"Kheer Diet",,,,,,,,,,,,,,
,682,"Cherry Crunch",,,,,,,,,,,,,,
,688,"Cherry Crunch",,,,,,,,,,,,,,
,691,"Egg Pudding",,,,,,,,,,,,,,
,696,"Ice Cream Sicilian",,,,,,,,,,,,,,
,697,"Ice Cream Roasted Almond",,,,,,,,,,,,,,
,698,"Ice Cream Gateau",,,,,,,,,,,,,,
,699,"Sheer Khurma",,,,,,,,,,,,,,
,745,"Ice Cream Live Counter",,,,,,,,,,,,,,
,754,"Pista Cocktail",,,,,,,,,,,,,,
,248,"Pista Qulfi Falooda",,,,,,,,,,,,,,
,763,"Halwa Makhana",,,,,,,,,,,,,,
,768,"Halwa Injeer",,,,,,,,,,,,,,
,777,"Mango Delight",,,,,,,,,,,,,,
,810,"Chocolate Eclairs",,,,,,,,,,,,,,
,812,"Cocktail Delight",,,,,,,,,,,,,,
,825,"Baked Alaska",,,,,,,,,,,,,,
,826,Jalebi,,,,,,,,,,,,,,
,827,"Suji Halwa Cup",,,,,,,,,,,,,,
,837,"Saffron Delight",,,,,,,,,,,,,,
,843,"Halwa Kaju Malai",,,,,,,,,,,,,,
,856,Kunafa,,,,,,,,,,,,,,
,860,"Creamy Biscoff",,,,,,,,,,,,,,
,881,"Peach Cream",,,,,,,,,,,,,,
,884,"Ice Cream Waffles Live",,,,,,,,,,,,,,
,889,"Injeer Delight",,,,,,,,,,,,,,
,892,"Pastries in Pieces",,,,,,,,,,,,,,
,906,"Caramel Crunch Ice Cream",,,,,,,,,,,,,,
,907,"Ice Cream Coffee",,,,,,,,,,,,,,
,913,"Halwa Akhrot",,,,,,,,,,,,,,
,918,"Lava Cake with Ice Cream",,,,,,,,,,,,,,
,919,"Sweet Tarts",,,,,,,,,,,,,,
,933,"Malai Halwa",,,,,,,,,,,,,,
,944,"Peach Cassata",,,,,,,,,,,,,,
,1027,Brownie,,,,,,,,,,,,,,
,316,"Agra Shahi",,,,,,,,,,,,,,
,337,"Aloo Paratha",,,,,,,,,,,,,,
,256,"Chocobar Live Counter",,,,,,,,,,,,,,
,455,"Besani Paratha",,,,,,,,,,,,,,
,211,"Besani Roti",,,,,,,,,,,,,,
,94,"M Bread",,,,,,,,,,,,,,
,456,Chapati,,,,,,,,,,,,,,
,69,"Disco Roti",,,,,,,,,,,,,,
,362,"Farmaishi Chapati",,,,,,,,,,,,,,
,53,"Naan Milky",,,,,,,,,,,,,,
,267,"Naan Plain",,,,,,,,,,,,,,
,222,"Naan Single",,,,,,,,,,,,,,
,372,"Paratha Pieces",,,,,,,,,,,,,,
,78,"Paratha Rawa Maida",,,,,,,,,,,,,,
,276,"Qeema Paratha",,,,,,,,,,,,,,
,137,Kulcha,,,,,,,,,,,,,,
,108,Kulcha,,,,,,,,,,,,,,
,52,Sheermal,,,,,,,,,,,,,,
,359,Sheermal,,,,,,,,,,,,,,
,51,Taftan,,,,,,,,,,,,,,
,368,Taftan,,,,,,,,,,,,,,
,140,"Tandoor Live",,,,,,,,,,,,,,
,529,"Chapati Special",,,,,,,,,,,,,,
,541,"M Bread",,,,,,,,,,,,,,
,580,"Farmaishi Chapati Live",,,,,,,,,,,,,,
,582,"Sheermal Live",,,,,,,,,,,,,,
,589,"Sheermal Live",,,,,,,,,,,,,,
,794,"Agra Shahi Special",,,,,,,,,,,,,,
,872,"Missi Roti Tawa",,,,,,,,,,,,,,
,986,"Naan Tandoor",,,,,,,,,,,,,,
,55,Raita,,,,,,,,,,,,,,
,634,"Dahi Konda",,,,,,,,,,,,,,
,888,"Raita Onion Fried",,,,,,,,,,,,,,
,905,"Burani Raita Tadka",,,,,,,,,,,,,,
,987,"Tandoori Mint Raita",,,,,,,,,,,,,,
,988,"Dahi Fry",,,,,,,,,,,,,,
,64,"Salad Bar Cold 12",,,,,,,,,,,,,,
,713,Achar,,,,,,,,,,,,,,
,54,"Salad Green",,,,,,,,,,,,,,
,360,"Salad Platter Green",,,,,,,,,,,,,,
,85,Kachumber,,,,,,,,,,,,,,
,92,"Mirchon Ka Salan",,,,,,,,,,,,,,
,132,"Noodles and Russian Salad",,,,,,,,,,,,,,
,374,"Piyaaz Chutney",,,,,,,,,,,,,,
,81,"Russian Salad Tray",,,,,,,,,,,,,,
,100,"Russian Salad Platter",,,,,,,,,,,,,,
,437,"Salad Bar Continental 16 Bowl",,,,,,,,,,,,,,
,438,"Salad Bar Continental 18 Bowls",,,,,,,,,,,,,,
,439,"Salad Bar Continental 24 Bowls",,,,,,,,,,,,,,
,436,"Salad Bar Continental 9 Bowl",,,,,,,,,,,,,,
,91,"Bagharey Baingan",,,,,,,,,,,,,,
,62,"Salad Bar Ship",,,,,,,,,,,,,,
,310,"Salad Bar Cold 9",,,,,,,,,,,,,,
,563,"Salad Tray Green",,,,,,,,,,,,,,
,753,"Salad Trolley",,,,,,,,,,,,,,
,820,Fruit,,,,,,,,,,,,,,
,839,"Salad BBQ",,,,,,,,,,,,,,
,857,"Chicken Pineapple Salad",,,,,,,,,,,,,,
,861,"Royal Salad Mix",,,,,,,,,,,,,,
,960,"Salad Plate",,,,,,,,,,,,,,
,75,"Chutney Aloo Bukhara",,,,,,,,,,,,,,
,168,Chutney,,,,,,,,,,,,,,
,166,"Chutney Green",,,,,,,,,,,,,,
,555,"Chilli Garlic Sauce",,,,,,,,,,,,,,
,556,"Tartar Sauce",,,,,,,,,,,,,,
,618,Mayonnaise,,,,,,,,,,,,,,
,880,"Chilli Sauce Chutney",,,,,,,,,,,,,,
,904,"Khajoor Imli Chutney",,,,,,,,,,,,,,
,989,"Khatti Meethi Gur Wali Mirchi",,,,,,,,,,,,,,
,70,"Espresso Coffee",,,,,,,,,,,,,,
,158,"Green Tea",,,,,,,,,,,,,,
,60,"Kashmiri Tea",,,,,,,,,,,,,,
,169,"Tea Plain",,,,,,,,,,,,,,
,298,"Tea Bag",,,,,,,,,,,,,,
,61,"Tea Milky",,,,,,,,,,,,,,
,242,"Zafrani Tea",,,,,,,,,,,,,,
,961,"Tea and Green Tea",,,,,,,,,,,,,,
,1008,"Tea and Green Tea VIP Stall",,,,,,,,,,,,,,
,117,"Pan Stall",,,,,,,,,,,,,,
,170,"Mineral Water Large",,,,,,,,,,,,,,
,97,"Cold Drink",,,,,,,,,,,,,,
,597,"Cold Drink 500ml",,,,,,,,,,,,,,
,603,"Cold Drink 1.5 Litre",,,,,,,,,,,,,,
,616,"Cold Drink Can 250ml",,,,,,,,,,,,,,
,661,"Water Dispenser",,,,,,,,,,,,,,
,662,"Mineral Water Can 19L",,,,,,,,,,,,,,
,707,"Mineral Water Small",,,,,,,,,,,,,,
,1010,"Packing Material Boxes",,,,,,,,,,,,,,
,233,"Aloo Chana Chaat",,,,,,,,,,,,,,
,152,"Dahi Baray",,,,,,,,,,,,,,
,280,Garma,,,,,,,,,,,,,,
,305,Grapes,,,,,,,,,,,,,,
,206,Ketchup,,,,,,,,,,,,,,
,185,Mangoes,,,,,,,,,,,,,,
,504,"Packing Small",,,,,,,,,,,,,,
,308,"Sarda Melon",,,,,,,,,,,,,,
,201,Decoration,,,,,,,,,,,,,,
,1030,"Tang Sharbat",,,,,,,,,,,,,,
,320,"Assorted Samosa",,,,,,,,,,,,,,
,319,"Assorted Sandwich",,,,,,,,,,,,,,
,376,Biscuit,,,,,,,,,,,,,,
,341,"Chicken Lollipop",,,,,,,,,,,,,,
,325,"Chicken Patties",,,,,,,,,,,,,,
,723,"Fish Cheese Ball",,,,,,,,,,,,,,
,729,"Prawns Butterfly",,,,,,,,,,,,,,
,213,"Chicken Sandwich",,,,,,,,,,,,,,
,730,"Chicken Roulade",,,,,,,,,,,,,,
,333,Lassi,,,,,,,,,,,,,,
,799,"Vegetable Roll One Bite",,,,,,,,,,,,,,
,800,"Samosa Vegetable One Bite",,,,,,,,,,,,,,
,538,"Single Bite Samosa Cheese",,,,,,,,,,,,,,
,622,Chips,,,,,,,,,,,,,,
,815,"Puri Single",,,,,,,,,,,,,,
,818,"Puri in Pieces",,,,,,,,,,,,,,
,689,"Marble Cake",,,,,,,,,,,,,,
,790,"Chicken Chow Mein",,,,,,,,,,,,,,
,833,"Steam Beef",,,,,,,,,,,,,,
,834,"Fish Biscuit Kachchi",,,,,,,,,,,,,,
,835,"Fish Mushka Finger Kachchi",,,,,,,,,,,,,,
,836,"Mutton Iskandaria",,,,,,,,,,,,,,
,841,"Fried Prawn Ball",,,,,,,,,,,,,,
,840,"Rajasthani Tikka",,,,,,,,,,,,,,
,869,"Prawn Koliwada Fry",,,,,,,,,,,,,,
,850,"Chicken Angara",,,,,,,,,,,,,,
,886,"Bhindi Masala Fry",,,,,,,,,,,,,,
,897,"Fried Chicken Lahori",,,,,,,,,,,,,,
,863,"BBQ Platter Large",,,,,,,,,,,,,,
,866,"Malai Boti Fish",,,,,,,,,,,,,,
,898,"Sweet Thai Chilli Prawn",,,,,,,,,,,,,,
,890,"Lebanese Tikka",,,,,,,,,,,,,,
,922,"Kachhe Qeeme Ke Kabab",,,,,,,,,,,,,,
,926,"Paratha Tawa",,,,,,,,,,,,,,
,891,"Adan Kabab",,,,,,,,,,,,,,
,899,"Paneer Tikka Grilled",,,,,,,,,,,,,,
,900,"Chicken Pahadi Kabab",,,,,,,,,,,,,,
,937,"Masala Chicken Fry Red Masala",,,,,,,,,,,,,,
,947,"Chicken Roulade",,,,,,,,,,,,,,
,901,"Summer Prawn",,,,,,,,,,,,,,
,903,"Balochi Fish Grilled",,,,,,,,,,,,,,
,909,"Angara Boti",,,,,,,,,,,,,,
,987,"Sukhe Aloo Desi Fries",,,,,,,,,,,,,,
,984,"Afghani Chicken Tikka",,,,,,,,,,,,,,
,993,"Tandoori Chicken",,,,,,,,,,,,,,
,1023,"Thread Chicken Cheese",,,,,,,,,,,,,,
,985,"Afghani Paneer Tikka",,,,,,,,,,,,,,
,1024,"Chicken Lemon Bites",,,,,,,,,,,,,,
,990,"Grilled Shrimp",,,,,,,,,,,,,,
,991,"Mutton Shashlik Boti",,,,,,,,,,,,,,
,1025,"Okra Fried",,,,,,,,,,,,,,
,992,"Afghani Lamb Kabab Dumba",,,,,,,,,,,,,,
,1026,"Chicken Gulnabi Boti",,,,,,,,,,,,,,
,1041,"Chicken Steak",,,,,,,,,,,,,,
,1044,"Chapli Kabab Chicken",,,,,,,,,,,,,,
,1039,"Lucknowi Galawati Boti Kabab",,,,,,,,,,,,,,
,1042,"Chicken Hara Masala",,,,,,,,,,,,,,
,1043,"Chelo Kabab",,,,,,,,,,,,,,
,1053,"Handi Kabab",,,,,,,,,,,,,,
,531,"Waiters and Waitresses",,,,,,,,,,,,,,
,553,"Decoration and Arrangement",,,,,,,,,,,,,,
,568,"Singaporean Rice Family Pack Large",,,,,,,,,,,,,,
,569,"Singaporean Rice Family Pack Small",,,,,,,,,,,,,,
,570,"Biryani Chicken Bucket Small",,,,,,,,,,,,,,
,571,"Cream Cocktail Cup",,,,,,,,,,,,,,
,572,"Cold Drink Jumbo",,,,,,,,,,,,,,
,573,"Delivery Charge",,,,,,,,,,,,,,
,576,"Cold Drink 300ml",,,,,,,,,,,,,,
,588,Mutton,,,,,,,,,,,,,,
,598,"Desi Ghee",,,,,,,,,,,,,,
,601,Salt,,,,,,,,,,,,,,
,619,"Zarda Colour",,,,,,,,,,,,,,
,635,Boneless,,,,,,,,,,,,,,
,636,Beef,,,,,,,,,,,,,,
,642,"VIP Waiters",,,,,,,,,,,,,,
,644,Ice,,,,,,,,,,,,,,
,648,"Oil Canister",,,,,,,,,,,,,,
,650,Milk,,,,,,,,,,,,,,
,652,Straws,,,,,,,,,,,,,,
,653,"Foil Paper",,,,,,,,,,,,,,
,654,"Disposable Spoon",,,,,,,,,,,,,,
,655,"Packing Material Family Pack Small",,,,,,,,,,,,,,
,656,"Packing Material Family Pack Large",,,,,,,,,,,,,,
,657,"Printed Shopper Bag",,,,,,,,,,,,,,
,658,"Tissue Paper",,,,,,,,,,,,,,
,667,"Biryani Bucket Small",,,,,,,,,,,,,,
,676,"Beef Boneless",,,,,,,,,,,,,,
,677,Chicken,,,,,,,,,,,,,,
,679,Banana,,,,,,,,,,,,,,
,692,"Kashif Food Daily Expenses",,,,,,,,,,,,,,"REJECT/REVIEW - probably not a sellable product"
,738,"Thermopore Cup",,,,,,,,,,,,,,
,746,"Safi and Duster",,,,,,,,,,,,,,
,747,"Cherry Crunch Cup",,,,,,,,,,,,,,
,755,Salt,,,,,,,,,,,,,,
,759,"SSGC Gas Charges and Garlic Fry",,,,,,,,,,,,,,"REJECT/REVIEW - probably not a sellable product"
,760,"Extra Sauce",,,,,,,,,,,,,,
,769,"Fare for Haleem",,,,,,,,,,,,,,"REJECT/REVIEW - probably not a sellable product"
,770,"Jam Jelly",,,,,,,,,,,,,,
,771,"Chicken Eclair",,,,,,,,,,,,,,
,773,Butter,,,,,,,,,,,,,,
,774,"Disposable Plate",,,,,,,,,,,,,,
,775,"Disposable Cup",,,,,,,,,,,,,,
,789,Fans,,,,,,,,,,,,,,
,801,"Head Cap Net",,,,,,,,,,,,,,
,802,"Face Mask",,,,,,,,,,,,,,
,803,Apron,,,,,,,,,,,,,,
,805,"Dil Beef",,,,,,,,,,,,,,
,806,"Gurda Beef",,,,,,,,,,,,,,
,819,"Desi Chicken",,,,,,,,,,,,,,
,830,"Disposable Fork",,,,,,,,,,,,,,
,847,"Pulao Wali Chutney",,,,,,,,,,,,,,
,771,"Tissue Paper Box",,,,,,,,,,,,,,
,875,"Besan Wali Mirch",,,,,,,,,,,,,,
,877,"Aloo Bhuna Dhaba Style",,,,,,,,,,,,,,
,910,"Coconut Water",,,,,,,,,,,,,,
,939,Hut,,,,,,,,,,,,,,
,945,"Thaal Steel or Plastic",,,,,,,,,,,,,,
,957,"Table 2.5 by 4",,,,,,,,,,,,,,
,972,"Decoration Dari and Chandni",,,,,,,,,,,,,,
,973,"Decoration Dastarkhwan",,,,,,,,,,,,,,
,1014,"Aloo Ka Bharta",,,,,,,,,,,,,,
